Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides I_3_01	Peptides I_3_02	Peptides I_3_03	Peptides I_3_04	Peptides I_3_05	Peptides I_3_06	Peptides III_3_01	Peptides III_3_02	Peptides III_3_03	Peptides III_3_04	Peptides III_3_05	Peptides III_3_06	Peptides LZ5_01	Peptides LZ5_02	Peptides LZ5_04	Peptides LZ5_05	Peptides LZ5_06	Razor + unique peptides I_3_01	Razor + unique peptides I_3_02	Razor + unique peptides I_3_03	Razor + unique peptides I_3_04	Razor + unique peptides I_3_05	Razor + unique peptides I_3_06	Razor + unique peptides III_3_01	Razor + unique peptides III_3_02	Razor + unique peptides III_3_03	Razor + unique peptides III_3_04	Razor + unique peptides III_3_05	Razor + unique peptides III_3_06	Razor + unique peptides LZ5_01	Razor + unique peptides LZ5_02	Razor + unique peptides LZ5_04	Razor + unique peptides LZ5_05	Razor + unique peptides LZ5_06	Unique peptides I_3_01	Unique peptides I_3_02	Unique peptides I_3_03	Unique peptides I_3_04	Unique peptides I_3_05	Unique peptides I_3_06	Unique peptides III_3_01	Unique peptides III_3_02	Unique peptides III_3_03	Unique peptides III_3_04	Unique peptides III_3_05	Unique peptides III_3_06	Unique peptides LZ5_01	Unique peptides LZ5_02	Unique peptides LZ5_04	Unique peptides LZ5_05	Unique peptides LZ5_06	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type I_3_01	Identification type I_3_02	Identification type I_3_03	Identification type I_3_04	Identification type I_3_05	Identification type I_3_06	Identification type III_3_01	Identification type III_3_02	Identification type III_3_03	Identification type III_3_04	Identification type III_3_05	Identification type III_3_06	Identification type LZ5_01	Identification type LZ5_02	Identification type LZ5_04	Identification type LZ5_05	Identification type LZ5_06	Sequence coverage I_3_01 [%]	Sequence coverage I_3_02 [%]	Sequence coverage I_3_03 [%]	Sequence coverage I_3_04 [%]	Sequence coverage I_3_05 [%]	Sequence coverage I_3_06 [%]	Sequence coverage III_3_01 [%]	Sequence coverage III_3_02 [%]	Sequence coverage III_3_03 [%]	Sequence coverage III_3_04 [%]	Sequence coverage III_3_05 [%]	Sequence coverage III_3_06 [%]	Sequence coverage LZ5_01 [%]	Sequence coverage LZ5_02 [%]	Sequence coverage LZ5_04 [%]	Sequence coverage LZ5_05 [%]	Sequence coverage LZ5_06 [%]	Intensity	Intensity I_3_01	Intensity I_3_02	Intensity I_3_03	Intensity I_3_04	Intensity I_3_05	Intensity I_3_06	Intensity III_3_01	Intensity III_3_02	Intensity III_3_03	Intensity III_3_04	Intensity III_3_05	Intensity III_3_06	Intensity LZ5_01	Intensity LZ5_02	Intensity LZ5_04	Intensity LZ5_05	Intensity LZ5_06	LFQ intensity I_3_01	LFQ intensity I_3_02	LFQ intensity I_3_03	LFQ intensity I_3_04	LFQ intensity I_3_05	LFQ intensity I_3_06	LFQ intensity III_3_01	LFQ intensity III_3_02	LFQ intensity III_3_03	LFQ intensity III_3_04	LFQ intensity III_3_05	LFQ intensity III_3_06	LFQ intensity LZ5_01	LFQ intensity LZ5_02	LFQ intensity LZ5_04	LFQ intensity LZ5_05	LFQ intensity LZ5_06	MS/MS Count I_3_01	MS/MS Count I_3_02	MS/MS Count I_3_03	MS/MS Count I_3_04	MS/MS Count I_3_05	MS/MS Count I_3_06	MS/MS Count III_3_01	MS/MS Count III_3_02	MS/MS Count III_3_03	MS/MS Count III_3_04	MS/MS Count III_3_05	MS/MS Count III_3_06	MS/MS Count LZ5_01	MS/MS Count LZ5_02	MS/MS Count LZ5_04	MS/MS Count LZ5_05	MS/MS Count LZ5_06	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
E1ZTE2;A0A087SPK2	E1ZTE2;A0A087SPK2	3;3	3;3	3;3	;	2	3	3	3	2	3	3	3	2	2	2	2	1	2	1	1	1	0	1	0	0	2	3	3	3	2	2	2	2	1	2	1	1	1	0	1	0	0	2	3	3	3	2	2	2	2	1	2	1	1	1	0	1	0	0	15.7	15.7	15.7	23.935	217	217;771	1	26	0	18.621	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching		By MS/MS			10.6	15.7	15.7	15.7	10.6	10.6	10.6	10.6	6	10.6	6	6	4.6	0	4.6	0	0	3830300	446070	670480	619430	432380	210670	173940	269430	278620	57620	201370	136130	79612	117480	0	137080	0	0	0	0	0	631530	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	9				125	42;134;380	True;True;True	43;138;385	403;404;405;1418;1419;1420;1421;1422;1423;1424;1425;1426;1427;1428;1429;3969;3970;3971;3972;3973;3974;3975;3976;3977;3978;3979	265;996;997;998;999;1000;1001;1002;1003;2605	265;998;2605		
A0A087SPK7	A0A087SPK7	1	1	1		1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	7.7	7.7	7.7	15.006	142	142	1	4	0.0085106	5.9412					By matching	By matching							By matching	By MS/MS				0	0	0	0	7.7	7.7	0	0	0	0	0	0	7.7	7.7	0	0	0	3236600	0	0	0	0	1694900	931730	0	0	0	0	0	0	383080	226940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1				126	434	True	439	4587;4588;4589;4590	3050	3050		
A0A087SPN7	A0A087SPN7	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.4	5.4	5.4	20.459	186	186	1	17	0	14.737	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	1877500	127720	107060	133780	98742	109720	64088	100260	77614	68977	117170	125320	83307	80232	87277	212130	92944	191120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281340	0	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	11				127	373	True	378	3856;3857;3858;3859;3860;3861;3862;3863;3864;3865;3866;3867;3868;3869;3870;3871;3872	2535;2536;2537;2538;2539;2540;2541;2542;2543;2544;2545	2541		
A0A087SPQ0	A0A087SPQ0	1	1	1		1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	7.6	7.6	7.6	16.218	144	144	1	6	0	13.966							By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS						0	0	0	0	0	0	7.6	7.6	7.6	7.6	7.6	7.6	0	0	0	0	0	2312500	0	0	0	0	0	0	480100	508700	164050	405570	514870	239250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886890	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	4				128	269	True	274	2952;2953;2954;2955;2956;2957	1992;1993;1994;1995	1994		
A0A087SPX4	A0A087SPX4	1	1	1		1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1.1	1.1	1.1	67.884	623	623	1	5	0	9.4789							By matching						By MS/MS	By matching	By MS/MS	By MS/MS		0	0	0	0	0	0	1.1	0	0	0	0	0	1.1	1.1	1.1	1.1	0	585120	0	0	0	0	0	0	46131	0	0	0	0	0	215020	108280	125660	90034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191690	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	3				129	289	True	294	3136;3137;3138;3139;3140	2081;2082;2083	2083		
A0A087SQ68	A0A087SQ68	4	4	4		1	4	4	4	2	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	2	8.8	8.8	8.8	38.14	354	354	1	25	0	53.126	By matching	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	2.5	2.5	2.5	2.5	2.5	2.3	3.7	3.7	3.7	3.7	3.7	3.7	4.8	4.8	4.8	2.3	4.8	8941300	427620	139750	337470	549090	323740	160930	958170	991240	269820	1270400	1035500	461270	644810	251430	483000	247170	389860	0	0	0	0	0	0	0	0	0	0	0	0	916300	534950	591750	0	515310	0	0	0	1	0	0	1	1	1	1	1	2	2	0	1	0	1	12				130	112;118;119;398	True;True;True;True	116;122;123;403	1140;1141;1142;1143;1144;1145;1221;1222;1223;1224;1225;1226;1227;1228;1229;1230;1231;1232;1233;1234;1235;4192;4193;4194;4195	799;800;801;802;803;804;805;862;863;2788;2789;2790	805;862;863;2788		
A0A087SQ70	A0A087SQ70	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	2.1	2.1	2.1	75.834	666	666	1	10	0.0048077	6.2527	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching							By MS/MS	By MS/MS		2.1	2.1	2.1	2.1	2.1	2.1	2.1	2.1	0	0	0	0	0	0	2.1	2.1	0	4533900	745240	496240	527070	467700	430270	235090	293580	275680	0	0	0	0	0	0	579040	483930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3				131	293	True	298	3162;3163;3164;3165;3166;3167;3168;3169;3170;3171	2095;2096;2097	2095	12	1
E1ZNZ1;A0A087SQ71	E1ZNZ1;A0A087SQ71	1;1	1;1	1;1	;	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	5.2	5.2	5.2	23.173	211	211;211	1	16	0	7.073	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	By MS/MS	By matching		By MS/MS	By matching	By matching	By MS/MS	5.2	5.2	5.2	5.2	5.2	5.2	5.2	5.2	5.2	5.2	5.2	5.2	0	5.2	5.2	5.2	5.2	2138700	204610	316310	325830	120870	160920	96116	97279	69064	69335	88951	148200	69020	0	67550	115260	90500	98841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145500	1	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	2	8				132	275	True	280	2999;3000;3001;3002;3003;3004;3005;3006;3007;3008;3009;3010;3011;3012;3013;3014	2015;2016;2017;2018;2019;2020;2021;2022;2023	2022		
A0A087SQ93	A0A087SQ93	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	3.4	3.4	3.4	38.65	350	350	1	15	0	18.216	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By matching	By MS/MS		By MS/MS	By matching	By MS/MS	By matching	By MS/MS	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.4	0	3.4	3.4	0	3.4	3.4	3.4	3.4	3.4	3166900	432850	253560	189550	245590	188000	122950	117550	101870	0	131400	100470	0	369500	237170	226250	187860	262330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386170	1	0	1	0	1	1	2	1	0	0	1	0	2	0	2	0	1	13				133	477	True	482	5045;5046;5047;5048;5049;5050;5051;5052;5053;5054;5055;5056;5057;5058;5059	3431;3432;3433;3434;3435;3436;3437;3438;3439;3440;3441;3442;3443	3431		
A0A087SQC7	A0A087SQC7	1	1	1		1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	222.92	2123	2123	1	1	0	12.119			By MS/MS															0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259980	0	0	259980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				134	91	True	95	931	637;638	638		
A0A087SQP7;E1ZBH3	A0A087SQP7;E1ZBH3	1;1	1;1	1;1	;	2	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	3.8	3.8	3.8	45.274	419	419;445	1	6	0	23.79							By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS						0	0	0	0	0	0	3.8	3.8	3.8	3.8	3.8	3.8	0	0	0	0	0	6580600	0	0	0	0	0	0	1495500	1176300	716850	1152200	1321700	717950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2661400	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	3				135	451	True	456	4778;4779;4780;4781;4782;4783	3229;3230;3231	3230		
A0A087SQR3	A0A087SQR3	7	7	3		1	7	7	3	6	6	6	6	6	6	7	6	5	6	5	6	6	5	5	5	6	6	6	6	6	6	6	7	6	5	6	5	6	6	5	5	5	6	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10.2	10.2	4.3	60.675	580	580	1	98	0	90.661	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10	10	10	10	10	10	10.2	8.6	6.6	8.6	8.4	8.6	8.6	8.6	8.6	8.4	8.6	108840000	11041000	7394900	7419600	6248400	5188200	3164700	10334000	7027000	1892500	7037400	7839900	3991500	8971400	4257300	6366500	4024700	6644100	10602000	8574700	7930900	8052500	8286700	7086200	18783000	15840000	14615000	16246000	16953000	14549000	10996000	9296100	9926100	9072500	9856700	4	4	6	5	3	2	6	5	5	6	6	6	7	3	6	5	3	82				136	80;159;237;278;331;382;383	True;True;True;True;True;True;True	84;163;242;283;336;387;388	821;822;823;824;825;826;827;828;829;830;831;832;833;834;835;836;837;1686;1687;1688;1689;1690;1691;1692;1693;1694;1695;1696;1697;1698;1699;1700;1701;1702;2557;2558;2559;2560;2561;2562;2563;2564;2565;2566;2567;2568;2569;2570;2571;2572;3033;3034;3035;3036;3037;3038;3039;3482;3483;3484;3485;3486;3487;3488;3489;3490;3491;3492;3493;3494;3495;3496;3497;3498;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018;4019;4020;4021;4022;4023;4024;4025	551;552;553;554;555;556;557;558;559;560;561;562;563;1165;1166;1167;1168;1169;1170;1171;1172;1173;1174;1175;1176;1177;1178;1714;1715;1716;1717;1718;1719;1720;1721;1722;1723;1724;1725;1726;1727;1728;2038;2039;2040;2335;2336;2337;2338;2339;2340;2341;2342;2343;2344;2345;2346;2347;2348;2349;2614;2615;2616;2617;2618;2619;2620;2621;2622;2623;2624;2625;2626;2627;2628;2629;2630;2631;2632;2633;2634;2635;2636	558;1177;1721;2039;2339;2618;2633		
A0A087SQS4;E1ZCK4	A0A087SQS4;E1ZCK4	1;1	1;1	1;1	;	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.6	2.6	2.6	54.735	508	508;513	1	17	0	26.16	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	2.6	3524800	299430	274000	348360	204170	187850	161680	186030	95152	56755	125610	166340	106310	385820	228570	233040	187180	278540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410030	1	1	1	0	1	0	2	0	0	1	2	0	1	1	1	2	1	15				137	70	True	73	693;694;695;696;697;698;699;700;701;702;703;704;705;706;707;708;709	462;463;464;465;466;467;468;469;470;471;472;473;474;475;476	462		
A0A087SR65	A0A087SR65	1	1	1		1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	3.5	3.5	83.672	746	746	1	1	0	6.8366				By MS/MS														0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	29946	0	0	0	29946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				138	422	True	427	4427	2945	2945		
A0A087SR74	A0A087SR74	2	2	2		1	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	5.3	5.3	5.3	48.994	437	437	1	6	0	25.315		By MS/MS											By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	0	2.5	0	0	0	0	0	0	0	0	0	0	2.7	2.7	2.7	2.7	2.7	2395400	0	0	0	0	0	0	0	0	0	0	0	0	656970	276800	536360	337000	588290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866010	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	6				139	11;476	True;True	11;481	103;5040;5041;5042;5043;5044	78;3426;3427;3428;3429;3430	78;3428		
A0A087SRF1;E1ZPL7	A0A087SRF1;E1ZPL7	1;1	1;1	1;1	;	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.8	3.8	3.8	40.963	368	368;369	1	1	0	10.419															By MS/MS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				140	216	True	221	2319	1555	1555		
A0A087SRI4	A0A087SRI4	1	1	1		1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	3	3	3	50.162	465	465	1	10	0	21.173	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS								By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	3	3	3	3	3	0	0	0	0	0	0	0	3	3	3	3	3	1694400	173630	150920	189980	130750	139850	0	0	0	0	0	0	0	205970	161660	179720	169940	191990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282630	1	1	2	1	2	0	0	0	0	0	0	0	1	1	2	0	1	12				141	137	True	141	1463;1464;1465;1466;1467;1468;1469;1470;1471;1472	1027;1028;1029;1030;1031;1032;1033;1034;1035;1036;1037;1038	1034		
A0A087SRI7	A0A087SRI7	1	1	1		1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	4.5	4.5	4.5	38.382	353	353	1	16	0	30.911	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.5	4.5	4.5	4.5	4.5	0	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	3615000	433710	192390	321170	377540	338380	0	141110	155550	73770	152730	202670	149770	325570	166420	203700	162070	218440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321560	2	3	1	2	2	0	3	2	2	3	1	3	2	1	2	1	3	33				142	436	True	441	4606;4607;4608;4609;4610;4611;4612;4613;4614;4615;4616;4617;4618;4619;4620;4621	3062;3063;3064;3065;3066;3067;3068;3069;3070;3071;3072;3073;3074;3075;3076;3077;3078;3079;3080;3081;3082;3083;3084;3085;3086;3087;3088;3089;3090;3091;3092;3093;3094	3069		
A0A087SS06	A0A087SS06	1	1	1		1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	3.4	3.4	3.4	48.872	443	443	1	9	0	15.002							By MS/MS	By MS/MS	By matching		By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	0	0	3.4	3.4	3.4	0	3.4	0	3.4	3.4	3.4	3.4	3.4	2938400	0	0	0	0	0	0	174110	196580	111540	0	198420	0	567660	291760	464070	309520	624770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919710	0	0	0	0	0	0	1	1	0	0	1	0	1	2	1	1	1	9				143	387	True	392	4053;4054;4055;4056;4057;4058;4059;4060;4061	2644;2645;2646;2647;2648;2649;2650;2651;2652	2651		
A0A087SS42	A0A087SS42	1	1	1		1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	1.9	1.9	66.283	623	623	1	2	0.0044444	6.0889		By MS/MS	By MS/MS															0	1.9	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				144	34	True	35	338;339	226;227	226		
A0A087SS52;E1ZR65	A0A087SS52;E1ZR65	4;2	4;2	4;2	;	2	4	4	4	2	2	2	2	2	2	3	3	3	3	3	3	3	4	3	3	3	2	2	2	2	2	2	3	3	3	3	3	3	3	4	3	3	3	2	2	2	2	2	2	3	3	3	3	3	3	3	4	3	3	3	7.9	7.9	7.9	44.7	419	419;310	1	46	0	50.664	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	7.9	7.9	5.7	5.7	5.7	9659700	689960	501730	506170	519510	343810	255370	596300	438290	294610	387900	512440	271160	1215600	779960	1039300	499480	808140	1056900	940270	862560	1154000	898800	874670	1170700	897200	995210	823640	917000	762250	1368100	960130	1213100	1225000	1173100	2	1	1	2	1	0	2	2	0	1	2	0	3	2	3	2	2	26				145	29;253;254;305	True;True;True;True	30;258;259;310	295;296;297;298;299;300;301;302;303;304;305;306;307;308;309;310;311;2777;2778;2779;2780;2781;2782;2783;2784;2785;2786;2787;2788;2789;2790;2791;2792;2793;2794;2795;2796;2797;2798;2799;2800;2801;2802;2803;3252;3253	203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;1897;1898;1899;1900;1901;1902;1903;1904;1905;2171;2172	204;1897;1905;2172		
A0A087SS91;E1Z6W8	A0A087SS91	5;1	5;1	5;1		2	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	4	3	2	4	3	5	5	5	5	5	5	1	1	1	1	1	1	4	3	2	4	3	5	5	5	5	5	5	1	1	1	1	1	1	4	3	2	4	3	7.8	7.8	7.8	85.195	796	796;152	1	65	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.8	7.8	7.8	7.8	7.8	7.8	1.9	1.9	1.9	1.9	1.9	1.9	6.8	6.8	3.4	6.8	6.2	72401000	8357000	7011700	6857900	7634000	5331200	3946300	1325600	1260200	1046500	1339200	1507500	928270	8402200	3560100	4928900	4691700	4272400	6434300	6736100	6287800	7843500	7454400	7383800	0	0	0	0	0	0	9215300	12414000	13971000	8959200	10546000	7	6	6	5	6	5	1	1	1	2	1	3	8	2	2	6	3	65				146	110;274;277;329;428	True;True;True;True;True	114;279;282;334;433	1124;1125;1126;1127;1128;1129;1130;1131;1132;1133;1134;2993;2994;2995;2996;2997;2998;3019;3020;3021;3022;3023;3024;3025;3026;3027;3028;3029;3030;3031;3032;3451;3452;3453;3454;3455;3456;3457;3458;3459;3460;3461;3462;3463;3464;3465;3466;3467;4507;4508;4509;4510;4511;4512;4513;4514;4515;4516;4517;4518;4519;4520;4521;4522;4523	785;786;787;788;789;790;791;792;793;2014;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2300;2301;2302;2303;2304;2305;2306;2307;2308;2309;2310;2311;2312;2313;2314;2315;2316;2317;2318;2319;2320;2321;2322;3008;3009;3010;3011;3012;3013;3014;3015;3016;3017;3018;3019;3020;3021;3022;3023;3024;3025;3026	786;2014;2032;2301;3019		
